datacenter_name;host_id;type;number_of_pes;available_pes;mips;available_mips;ram;available_ram;bw;available_bw;power_model;vms;
Datacenter_1;262;host;4;2;40000;21000;160000;628;10000;9881;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:;
Datacenter_1;263;host;4;2;40000;21000;160000;628;10000;9881;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:;
Datacenter_1;264;host;4;2;40000;21000;160000;628;10000;9877;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:;
Datacenter_1;265;host;4;2;40000;21000;160000;628;10000;9882;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:;
Datacenter_1;266;host;4;2;40000;21000;160000;628;10000;9878;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:;
Datacenter_1;267;host;4;2;40000;21000;160000;628;10000;9875;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:;
Datacenter_1;268;host;4;2;40000;21000;160000;628;10000;9878;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:;
Datacenter_1;269;host;4;2;40000;21000;160000;628;10000;9879;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:;
Datacenter_1;270;host;4;2;40000;21000;160000;628;10000;9878;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:;
Datacenter_1;271;host;4;2;40000;21000;160000;628;10000;9879;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:;
Datacenter_1;272;host;4;2;40000;21000;160000;628;10000;9877;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:;
Datacenter_1;273;host;4;2;40000;21000;160000;628;10000;9880;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:;
Datacenter_1;274;host;4;2;40000;21000;160000;628;10000;9881;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:;
Datacenter_1;275;host;4;2;40000;21000;160000;628;10000;9792;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,9:2,500.0,8388,9:2,500.0,8388,9:2,500.0,8388,10:2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,12:;
Datacenter_1;276;host;4;2;40000;21000;160000;628;10000;9735;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:;
Datacenter_1;277;host;4;2;40000;21000;160000;628;10000;9740;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,14:;
Datacenter_1;278;host;4;2;40000;21000;160000;628;10000;9737;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:;
Datacenter_1;279;host;4;2;40000;21000;160000;628;10000;9740;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:;
Datacenter_1;280;host;4;2;40000;21000;160000;628;10000;9737;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:;
Datacenter_1;281;host;4;2;40000;21000;160000;628;10000;9742;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,14:;
Datacenter_1;282;host;4;2;40000;21000;160000;628;10000;9739;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,12:2,500.0,8388,14:;
Datacenter_1;283;host;4;2;40000;21000;160000;628;10000;9738;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:;
Datacenter_1;284;host;4;2;40000;21000;160000;628;10000;9739;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:;
Datacenter_1;285;host;4;2;40000;21000;160000;628;10000;9740;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,12:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,13:;
Datacenter_1;286;host;4;2;40000;21000;160000;628;10000;9755;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:;
Datacenter_1;287;host;4;2;40000;21000;160000;628;10000;9755;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:;
Datacenter_1;288;host;4;2;40000;21000;160000;628;10000;9753;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:;
Datacenter_1;289;host;4;2;40000;21000;160000;628;10000;9755;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,11:2,500.0,8388,13:2,500.0,8388,13:;
Datacenter_1;290;host;4;2;40000;21000;160000;628;10000;9753;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,14:;
Datacenter_1;291;host;4;2;40000;21000;160000;628;10000;9753;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,13:;
Datacenter_1;292;host;4;2;40000;21000;160000;628;10000;9753;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,14:2,500.0,8388,13:2,500.0,8388,13:;
Datacenter_1;293;host;4;2;40000;21000;160000;628;10000;9755;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:;
Datacenter_1;294;host;4;2;40000;21000;160000;628;10000;9755;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:;
Datacenter_1;295;host;4;2;40000;21000;160000;628;10000;9754;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:;
Datacenter_1;296;host;4;2;40000;21000;160000;628;10000;9760;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,11:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,13:;
Datacenter_1;297;host;4;2;40000;21000;160000;628;10000;9761;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,11:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:;
Datacenter_1;298;host;4;2;40000;21000;160000;628;10000;9763;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,12:2,500.0,8388,11:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,11:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:;
Datacenter_1;299;host;4;2;40000;21000;160000;628;10000;9761;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,11:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:;
Datacenter_1;300;host;4;2;40000;21000;160000;628;10000;9759;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,11:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:;
Datacenter_1;301;host;4;2;40000;21000;160000;628;10000;9764;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,11:2,500.0,8388,12:2,500.0,8388,13:;
Datacenter_1;302;host;4;2;40000;21000;160000;628;10000;9760;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,13:2,500.0,8388,12:2,500.0,8388,12:2,500.0,8388,13:;
Datacenter_1;303;host;4;2;40000;21000;160000;628;10000;9854;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,13:2,500.0,8388,10:2,500.0,8388,9:2,500.0,8388,9:2,500.0,8388,9:2,500.0,8388,9:2,500.0,8388,8:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:;
Datacenter_1;304;host;4;2;40000;21000;160000;628;10000;9880;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:;
Datacenter_1;305;host;4;2;40000;21000;160000;628;10000;9882;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:;
Datacenter_1;306;host;4;2;40000;21000;160000;628;10000;9879;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:;
Datacenter_1;307;host;4;2;40000;21000;160000;628;10000;9875;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:;
Datacenter_1;308;host;4;2;40000;21000;160000;628;10000;9878;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:;
Datacenter_1;309;host;4;2;40000;21000;160000;628;10000;9881;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,6:2,500.0,8388,7:;
